SeriesID,SeriesName,Source,definition,Notes,Currency,UoM,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
IMPS,Goods: imports (US$),Dir Génl des Douanes et des Droits Indirects/Haver Analytics ,"Total imports of goods on a cost, insurance and freight (cif) basis.",Four quarters may not sum to annual figure due to discrepancy at source. Non-Seasonally Adjusted,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,224.241,231.54,196.722,225.402,270.495,272.579,263.858,283.831,287.235,304.673,301.555,311.541,371.086,436.807,478.152,533.149,616.089,697.891,546.451,593.446,701.548,656.401,661.978,655.278,553.182,550.817,600.89,655.395,634.571,563.352,706.8,744.9,771.6,798.1,851.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
IMPS,Goods: imports (US$),"IMF, International Financial Statistics","Total imports of goods on a cost, insurance and freight (cif) basis.",,$,bn,na,na,na,na,na,na,na,na,na,na,100.743,94.26,87.333,79.809,85.163,87.692,100.673,125.661,138.552,153.011,181.968,182.683,188.519,148.271,169.172,206.04,208.093,210.268,218.445,220.202,239.023,235.712,246.459,295.006,355.876,385.285,446.115,512.773,561.128,413.906,485.064,561.063,490.646,480.926,474.253,410.09,408.242,457.387,503.931,475.977,421.828,550.4,595.4,613,630,664.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
IMPS,Goods: imports (US$),Office for National Statistics,"Total imports of goods on a cost, insurance and freight (cif) basis.",,$,bn,na,na,na,na,na,na,na,na,na,na,107.094,95.874,93.775,94.726,100.882,104.669,120.89,148.827,181.596,191.65,214.508,200.984,211.84,202.558,223.456,260.873,281.769,301.248,311.876,320.247,341.055,342.014,359.174,395.613,467.265,515.009,598.414,625.916,631.688,487.184,558.805,639.37,639.49,654.888,674.65,607.767,581.106,606.959,651.04,643.002,546,676.4,740.8,769.4,793.9,835.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
XGRO,Export volume of goods and services (% change pa),OECD National Accounts,Percentage growth over previous year in the volume of exports of goods.,"Chained goods exports, 2000 prices. Data before 1991 are derived from OECD annual national accounts (unchained)",,,na,na,na,na,na,na,na,na,na,na,na,7.3,3.7,-0.5,9.1,7.6,-0.8,1.1,6.4,10.4,7.5,10.975,-1.078,-6.573,9.474,6.995,6.029,11.767,7.103,5.505,14.384,6.513,3.098,2.244,9.68,7.405,12.846,9.818,0.668,-16.733,15.907,9.088,3.203,0.581,4.056,3.924,1.926,5.828,2.292,0.579,-9.048,8.6,3.3,3,3.6,2.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
XGRO,Export volume of goods and services (% change pa),OECD National Accounts,Percentage growth over previous year in the volume of exports of goods.,,,,na,na,na,na,na,na,na,na,na,na,na,4.848,-2.348,4.479,6.761,2.712,-0.058,4.249,9.13,9.759,5.262,5.804,4.942,0.479,9.805,9.669,3.02,13.136,8.743,4.612,12.774,3.207,1.718,-0.21,4.999,3.789,6.872,1.492,-0.762,-12.329,9.845,5.78,1.59,1.304,1.646,4.393,1.706,5.424,3.973,1.761,-14.994,8.3,5.3,4.8,4.3,4.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
XGRO,Export volume of goods and services (% change pa),Derived from INDS,Percentage growth over previous year in the volume of exports of goods.,,,,na,na,na,na,na,na,na,na,na,na,na,na,-2.831,5.155,7.571,3.026,5.812,3.221,7.723,9.38,3.024,0.378,1.616,8.253,13.171,14.244,2.214,3.986,2.225,-0.41,13.439,2.414,-2.175,-1.055,5.53,4.421,8.737,6.333,-1.924,-18.634,11.806,7.456,1.002,0.93,2.513,4.364,1.581,5.688,1.197,1.473,-10.709,9.1,5.4,3.4,2.8,2.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
XGRO,Export volume of goods and services (% change pa),OECD National Accounts,Percentage growth over previous year in the volume of exports of goods.,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.643,13.936,0.743,2.394,9.714,2.078,0.395,-1.269,1.235,8.183,14.469,-9.468,0.212,-10.822,10.398,6.56,-0.659,-0.607,0.406,3.585,-0.088,6.423,0.378,4.618,-13.8,2,14.3,2.2,1.8,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
MGRO,Import volume of goods and services (% change pa),OECD National Accounts,Percentage growth over previous year in the volume of imports of goods.,"Chained goods exports, 2000 prices. Data before 1991 are derived from OECD annual national accounts (unchained)",,,na,na,na,na,na,na,na,na,na,na,na,-4.4,-0.5,3.7,6.3,4.6,4.2,5.2,5.9,9.3,11.4,13.636,1.143,-9.176,8.628,7.283,4.179,9.584,10.437,8.474,11.685,0.287,-2.105,7.314,7.54,6.815,13.442,7.037,2.054,-10.147,13.433,8.159,-0.913,2.428,4.514,5.396,4.155,5.656,4.477,2.468,-5.372,5.3,4.2,3.6,3.5,3.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
MGRO,Import volume of goods and services (% change pa),OECD National Accounts,Percentage growth over previous year in the volume of imports of goods.,,,,na,na,na,na,na,na,na,na,na,na,na,-4.044,4.617,-2.808,2.937,6.099,7.718,9.039,10.672,9.271,5.192,3.276,0.93,-4.351,11.055,8.312,0.791,8.053,12.615,7.486,17.249,1.451,2.244,0.969,6.762,6.93,6.289,5.531,0.883,-10.718,8.806,6.089,-0.564,0.477,2.804,5.156,3.15,5.809,2.426,2.098,-10.426,9,6.7,3.9,3.8,2.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
MGRO,Import volume of goods and services (% change pa),Derived from INDS,Percentage growth over previous year in the volume of imports of goods.,,,,na,na,na,na,na,na,na,na,na,na,na,na,-1.179,-2.765,12.607,4.033,7.311,11.649,7.912,9.4,5.773,4.814,1.226,-10.821,13.04,12.106,-1.505,11.164,8.355,5.455,13.454,1.229,0.701,1.102,5.072,3.717,8.251,3.459,-4.081,-13.366,13.941,1.567,-8.989,-2.834,3.169,7.784,4.182,6.248,2.532,-0.553,-9.606,11.1,7.7,3.4,2.5,1.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
MGRO,Import volume of goods and services (% change pa),OECD National Accounts,Percentage growth over previous year in the volume of imports of goods.,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9.47,9.25,7.243,5.803,10.729,6.939,4.933,0.88,5.692,7.483,12.337,-4.638,-2.996,-8.962,10.9,1.837,1.56,3.113,2.28,3.952,4.271,2.276,0.258,2.149,-14.8,6.6,9,2.9,3,3.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPX,Export prices (% change pa; US$),"Derived from, Federal Statistics Office; IMF International Financial Statistics",Percentage growth over previous year in the US$ export price index of goods. ,Data prior to 1991 are for west Germany (incl west Berlin) only. ,,,na,na,na,na,na,na,na,na,na,na,na,-14.961,-8.426,-7.576,-8.385,-0.795,26.671,16.262,4.765,-4.295,15.522,-1.524,5.241,-9.569,2.268,11.585,-2.947,-9.331,-1.268,-5.294,-10.702,-2.064,5.225,19.434,10.575,1.005,2.632,10.489,9.175,-7.386,-1.825,8.298,-6.141,2.747,-0.208,-15.828,-1.082,3.909,5.94,-4.766,1.232,15.5,-0.3,0,1,3.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPX,Export prices (% change pa; US$),"Derived from INSEE; IMF, International Financial Statistics",Percentage growth over previous year in the US$ export price index of goods. ,,,,na,na,na,na,na,na,na,na,na,na,na,-9.247,-1.561,-0.982,-3.461,-0.21,23.127,15.781,4.798,-3.318,13.303,-3.825,3.085,-11.063,1.961,9.252,-5.966,-12.647,-4.243,-8.112,-6.354,-0.49,5.223,19.59,10.742,1.702,2.238,11.303,10.678,-9.861,-2.617,9.405,-6.435,2.868,9.209,-16.59,-3.874,2.941,5.166,-4.627,4.952,18.2,-0.3,0,-0.4,2.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPX,Export prices (% change pa; US$),"Derived from IMF, International Financial Statistics",Percentage growth over previous year in the US$ export price index of goods. ,,,,na,na,na,na,na,na,na,na,na,na,na,-1.18,1.219,-2.392,-3.085,4.375,23.009,18.739,7.673,-1.008,17.918,0.275,5.409,0.629,5.075,20.262,-2.179,-10.17,-0.295,-4.923,-8.47,0.774,3.063,19.077,11.617,5.8,17,10.5,9.1,-14.6,9.9,13.5,-7.4,-0.8,-2.4,-17,-1,4.7,7.9,-5.6,-2.2,17.7,-0.2,-0.3,-0.6,2.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPX,Export prices (% change pa; US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Percentage growth over previous year in the US$ export price index of goods. ,,,,na,na,na,na,na,na,na,na,na,na,na,-5.021,-7.726,-7.174,-4.979,2.084,2.127,15.685,9.79,-3.951,12.767,0.525,1.723,-4.324,4.135,6.599,-0.41,-0.565,0.174,-3.193,-4.43,-5.599,2.833,10.795,12.703,2.928,2.91,8.06,5.232,-14.677,5.498,11.911,-1.314,-0.092,0.409,-14.158,-6.467,1.104,7.298,-4.33,-2.8,19.1,2.5,1.1,-0.3,1.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPM,Import prices (% change pa; US$),"Derived from, Federal Statistics Office; IMF International Financial Statistics",Percentage growth over previous year in the US$ import price index of goods. ,Data prior to 1991 are for west Germany (incl west Berlin) only. ,,,na,na,na,na,na,na,na,na,na,na,na,-8.659,-10.234,-9.429,-6.244,-2.019,8.836,10.953,3.836,-2.696,12.913,-1.764,1.954,-11.03,2.27,10.337,-2.506,-7.502,-4.264,-5.291,-4.565,-2.488,3.195,16.94,11.176,3.527,5.242,9.897,12.178,-13.323,1.991,11.59,-5.632,0.671,-2.106,-18.658,-3.448,5.864,7.235,-6.085,-2.48,18.5,-0.8,-0.1,0.4,2.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPM,Import prices (% change pa; US$),"Derived from INSEE; IMF, International Financial Statistics",Percentage growth over previous year in the US$ import price index of goods. ,,,,na,na,na,na,na,na,na,na,na,na,na,-5.906,-3.619,-2.382,-1.193,-2.989,9.762,14.63,3.377,-1.136,13.013,-2.981,2.85,-10.305,2.813,10.338,-4.857,-11.12,-5.236,-8.567,-5.211,-1.407,1.802,20.549,11.489,4.05,5.605,10.945,13.003,-13.806,1.779,13.422,-5.124,1.098,-5.442,-20.741,-6.261,2.773,5.966,-5.448,2.363,15.1,-1.2,-0.3,-0.4,3.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPM,Import prices (% change pa; US$),"Derived from IMF, International Financial Statistics",Percentage growth over previous year in the US$ import price index of goods. ,,,,na,na,na,na,na,na,na,na,na,na,na,3.774,-1.245,-4.825,-1.447,3.747,6.345,15.577,6.67,0.264,14.681,-3.33,3.999,0.941,5.522,23.547,-4.199,-9.441,-3.862,-5.688,-1.118,-1.167,2.549,18.895,11.666,8.2,16.3,9.6,11.3,-15.7,10.8,14.7,-5.6,-1.4,-2.3,-19.2,-5.7,5.5,7,-4.9,-3.1,20.7,0.5,-0.5,-1.2,1.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
DIPM,Import prices (% change pa; US$),"Derived from Office for National Statistics; IMF, International Financial Statistics",Percentage growth over previous year in the US$ import price index of goods. ,,,,na,na,na,na,na,na,na,na,na,na,na,-5.303,-6.453,-5.483,-3.89,1.729,8.055,15.104,7.602,-4.108,11.446,0.356,0.535,-6.306,5.504,9.531,-1.212,-2.017,-1.274,-2.563,-3.288,-5.205,1.496,8.58,11.09,3.585,4.435,8.807,5.828,-14.05,3.367,12.735,-1.308,-0.897,0.748,-12.943,-8.462,1.203,6.461,-5.931,-3.8,16.2,0.4,1,0.2,1.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
NBTT,Terms of trade (2015=100),EIU Calculation,Ratio of the export price index to the import price index (2015=100).,Data prior to 1991 are for west Germany (incl west Berlin) only. ,,,na,na,na,na,na,na,na,na,na,na,na,75.559,77.081,78.658,76.861,77.821,90.574,94.908,95.757,94.184,96.36,96.595,99.709,101.346,101.344,102.49,102.027,100.01,103.14,103.137,96.505,96.925,98.832,100.94,100.394,97.949,95.52,96.034,93.463,99.864,96.129,93.293,92.79,94.704,96.54,99.9,102.348,100.458,99.245,100.639,104.469,101.8,102.4,102.4,103,103.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
NBTT,Terms of trade (1990=100),"Derived from INSEE; IMF, International Financial Statistics",Ratio of the export price index to the import price index (1990=100).,,,,na,na,na,na,na,na,na,na,na,na,na,85.283,87.105,88.353,86.326,88.799,99.611,100.612,101.995,99.744,100,99.13,99.356,98.516,97.7,96.738,95.611,93.969,94.954,95.426,94.275,95.151,98.349,97.566,96.912,94.726,91.706,92.002,90.109,94.232,90.162,86.969,85.767,87.269,100.79,106.068,108.77,108.947,108.124,109.063,111.822,114.8,115.9,116.3,116.3,115.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
NBTT,Terms of trade (1990=100),"Derived from IMF, International Financial Statistics",Ratio of the export price index to the import price index (1990=100).,,,,na,na,na,na,na,na,na,na,na,na,na,78.966,80.936,83.005,81.625,82.12,94.988,97.586,98.504,97.255,100,103.729,105.135,104.81,104.366,101.591,103.734,102.899,106.717,107.582,99.583,101.539,102.048,102.204,102.158,99.9,100.5,101.3,99.3,100.6,99.8,98.8,96.9,97.4,97.3,99.9,104.9,104,104.9,104.1,105,102.4,101.7,101.9,102.5,103.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
NBTT,Terms of trade,Derived from Office for National Statistics,Ratio of the export price index to the import price index (2010=100).,,,,na,na,na,na,na,na,na,na,na,na,na,103.882,102.468,100.635,99.494,99.841,94.364,94.839,96.768,96.926,98.076,98.241,99.402,101.505,100.187,97.506,98.297,99.753,101.216,100.562,99.374,98.961,100.264,102.31,103.796,103.137,101.63,100.933,100.364,99.633,101.688,100.945,100.939,101.758,101.415,100,102.179,102.079,102.881,104.633,105.7,108.4,110.6,110.8,110.2,110,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
CGDP,Real GDP (US$ at 2010 prices),EIU calculation,"Gross domestic product (GDP) at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,2041.3,2054.2,2043.8,2073.7,2134.3,2189.7,2239.6,2268,2345.9,2441.1,2574.5,2720.6,2761.4,2734.1,2801.5,2846.7,2870.8,2924.2,2976.7,3028.8,3123.9,3180.5,3175.3,3152.7,3174.7,3203.3,3331.4,3434.4,3457.9,3262.9,3394.7,3530.1,3551.9,3571.6,3650.4,3695.6,3774.7,3887.6,3930.5,3973.2,3777.4,3888,4048.3,4133.2,4209.8,4284.2,4352,4415,4474.9,4533.3,4591.3,4650.2,4710.7,4773.7,4839.5,4908.6,4981,5056.7,5135.3,5216.5,5299.6,5383.6,5467.6,5550.3,5630.2,5705.8,5775.2,5836.3,5886.9,5924.6,5946.9
CGDP,Real GDP (US$ at 2010 prices),EIU calculation,"Gross domestic product (GDP) at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",,$,bn,na,na,na,na,na,na,na,na,na,na,1484.5,1500.8,1536.8,1556.8,1582.9,1608.4,1644.6,1687.8,1764.9,1843.8,1899.6,1917.6,1946,1935.1,1980.3,2024.5,2052.6,2099.8,2175.8,2247.1,2339,2386,2412.7,2433,2495.9,2538.8,2605.6,2668.7,2671.7,2597.3,2645.1,2704.3,2714.4,2731,2757.7,2786.4,2815,2883.7,2936.8,2990.8,2751.9,2904.4,3019.7,3081.9,3134.3,3185.7,3228.7,3265.3,3297.5,3326.9,3355.2,3383.6,3413.2,3444.8,3479.1,3516.6,3557.5,3601.9,3649.5,3700,3752.8,3807.1,3861.8,3915.7,3967.4,4015.3,4057.4,4091.7,4116,4127.7,4124.1
CGDP,Real GDP (US$ at 2010 prices),EIU calculation,"Gross domestic product (GDP) at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,na,1403.2,1407.8,1427,1472.8,1514.7,1559.6,1605.8,1674.8,1733,1766.9,1776.8,1789.2,1773.9,1814.3,1868.1,1894.7,1931.6,1963.4,1994.3,2075.2,2112.1,2117.4,2122.1,2148.1,2169.5,2210.3,2240.1,2218.5,2100.4,2135.6,2153.6,2088.7,2049.8,2051.2,2064.8,2093.8,2130.2,2147.7,2153.8,1961.4,2079.1,2170.6,2214.1,2253.7,2281.1,2300.2,2313,2321.2,2326.2,2329.5,2332.1,2335,2339.1,2345,2353.1,2363.6,2376.7,2392.3,2410,2429.5,2450,2470.7,2490.7,2508.8,2523.5,2533.4,2536.8,2531.6,2515.9,2487.4
CGDP,Real GDP (US$ at 2010 prices),EIU calculation,"Gross domestic product (GDP) at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,1229,1220.5,1244.6,1296.8,1325.9,1380.5,1424,1500.8,1586.9,1627.8,1639.7,1621.6,1628.1,1668.7,1732.9,1776.7,1821,1911.6,1982.5,2047.8,2119.6,2177.5,2224.9,2298.8,2351.4,2420.9,2486.1,2544.8,2537.7,2433.3,2483.7,2515.4,2551.4,2607.2,2681.8,2745.2,2792.5,2841.1,2876.7,2917.9,2630.6,2803.4,2960.5,3007.4,3058.4,3113.5,3165.5,3215.7,3265.2,3314.7,3365.3,3417.4,3471.9,3529,3589.2,3652.7,3719.6,3789.9,3863.5,3940.2,4019.7,4101.4,4184.9,4269.3,4354,4437.9,4520.1,4599.3,4674.4,4743.9,4806.2
CCPR,Real private consumption (US$ at 2010 prices),EIU calculation,"Private consumption expenditure at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,1225.3,1222.6,1209,1225.6,1250.5,1275.6,1324.4,1369.8,1403.1,1450,1512.7,1576,1618,1620.9,1642.2,1669.8,1695.7,1710.5,1733.3,1776.1,1807.4,1830.4,1805.8,1813.6,1818.8,1835.2,1862.4,1858.3,1861.7,1862,1872.9,1907.8,1937.3,1947.3,1968,2004,2048.8,2085.8,2117.2,2151.2,2018.5,2044.5,2143.4,2190.8,2231.1,2274,2316.3,2359.6,2403.4,2447.6,2491.8,2535.7,2579.2,2621.9,2663.9,2705,2745.1,2784.2,2822.4,2859.7,2896.3,2932.3,2967.9,3003.4,3039,3075.1,3112.1,3150.4,3190.5,3233,3278.4
CCPR,Real private consumption (US$ at 2010 prices),EIU calculation,"Private consumption expenditure at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",,$,bn,na,na,na,na,na,na,na,na,na,na,799.3,815.2,842,848.4,854.5,870.5,902.1,931.6,961.5,994.7,1019.6,1026.4,1036.8,1038.1,1054.2,1074.3,1094,1100.1,1144.3,1183.7,1228.4,1258.9,1284.5,1303.2,1326.9,1359.3,1391.7,1427.3,1433.4,1438.6,1465.4,1473.5,1466.1,1476.3,1489,1510.2,1535,1560.8,1574.1,1603.4,1488.5,1539.2,1631.3,1665.4,1696.1,1723.7,1752,1779.6,1806.8,1833.4,1859.5,1885,1909.7,1933.7,1956.9,1979.4,2001,2021.8,2041.8,2061,2079.5,2097.4,2114.5,2131.1,2147.2,2162.9,2178.2,2193.2,2208.2,2223,2238
CCPR,Real private consumption (US$ at 2010 prices),EIU calculation,"Private consumption expenditure at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,na,820.4,828.1,826.4,851,875.8,911.3,944.7,983,1022.3,1043.6,1068.7,1087.3,1054.4,1070.4,1086.9,1099.6,1137.9,1176.5,1209,1240.5,1248.8,1248.3,1256.5,1269.3,1286.5,1303.4,1319.3,1304.3,1285,1298.6,1299,1250.7,1220.3,1222.2,1245,1260.2,1279.2,1291.7,1295.6,1156.5,1198.4,1266,1291.1,1312.4,1327.5,1341.2,1353.4,1364.3,1373.9,1382.1,1389.2,1395.1,1399.9,1403.6,1406.3,1408.2,1409.2,1409.5,1409.1,1408.1,1406.7,1404.9,1402.9,1400.7,1398.5,1396.4,1394.5,1392.9,1391.8,1391.4
CCPR,Real private consumption (US$ at 2010 prices),EIU calculation,"Private consumption expenditure at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,687.5,690.1,698.8,729.6,748,786.4,832.8,875.7,939.9,976,987.1,981.9,991.2,1021.2,1054.7,1077.8,1117.6,1174.2,1223.1,1277.9,1334.4,1382,1427.5,1475.2,1522.1,1559.8,1584.9,1622,1615.8,1571.8,1589.9,1588.3,1615.5,1658.1,1696.8,1747.9,1807.4,1827.9,1853.9,1874.3,1668.8,1749.3,1837.2,1857.8,1882.9,1915.2,1946.6,1977.5,2008.3,2039.4,2071.3,2104.2,2138.3,2173.9,2210.9,2249.4,2289.5,2330.9,2373.5,2417.1,2461.5,2506.1,2550.7,2594.6,2637.5,2678.5,2717.1,2752.5,2783.8,2810.2,2830.7
CGCE,Real government consumption (US$ at 2010 prices),EIU calculation,"Government consumption expenditure at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,426.1,445.7,441.1,439,444.3,447.9,454.4,457.2,463.8,454,463.2,474.5,501.1,504.9,521.8,533.4,547.6,552.5,565.6,572.6,581.9,585.1,592.2,596.5,592.9,596.5,603.1,613.4,636.2,656.3,665.6,672,680.6,690.3,702,722.3,751.5,763.9,773.1,793.9,823.3,844.7,854.8,868.5,884.1,899.1,912.3,924,935,945.5,956.1,966.9,978.3,990.5,1003.7,1017.9,1033.2,1049.5,1066.7,1084.8,1103.5,1122.6,1141.7,1160.4,1178.4,1195.1,1210,1222.5,1231.9,1237.4,1238.3
CGCE,Real government consumption (US$ at 2010 prices),EIU calculation,"Government consumption expenditure at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",,$,bn,na,na,na,na,na,na,na,na,na,na,346.7,356.6,372.1,381.8,390.1,401.8,412.2,423.7,438.1,444.8,458.9,475.1,490.2,507.6,509.4,509.6,521.4,526.6,523,531,541.2,546.6,556.4,567.1,579,586.4,594.8,605.5,612,627.1,634.8,641.6,652,661.7,670.4,677,686.4,696.1,701.5,708.5,685.7,719.3,725.1,729.4,736.7,744.1,754.7,767.8,782.7,798.6,815.2,831.7,847.9,863.4,877.9,891.2,903.2,913.9,923.2,931.2,938.2,944.4,950,955.6,961.4,968.2,976.5,986.9,1000.3,1017.5,1039.4
CGCE,Real government consumption (US$ at 2010 prices),EIU calculation,"Government consumption expenditure at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,na,297.9,306.6,317.7,322.9,332,340.2,356,369.9,371.9,380.6,388,391.7,385.5,379,367,368.6,369,375.6,379.9,392.7,414.3,419.9,425.8,428.5,430.9,428.9,431.1,436.8,436.4,439.4,430.4,422.5,417.7,415.1,412.8,415.5,415.3,415.8,412.4,418.8,428.9,424.6,427.1,428.4,429.7,433.7,439.7,446.9,454.8,462.7,470.2,477,482.7,487,489.9,491.3,491.1,489.5,486.5,482.5,477.8,472.8,467.9,463.7,460.8,460,462,467.7,478,494.1
CGCE,Real government consumption (US$ at 2010 prices),EIU calculation,"Government consumption expenditure at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,322.5,322.2,324.2,329.3,333.3,332.3,337.4,338.1,338.7,341.7,349.9,360.4,363.9,361.8,365.9,371,373.5,372.2,386.2,401.2,414.1,432.1,450.9,467.7,485.5,503.8,512.2,516.8,528.5,533.8,537.5,542.7,546.4,543.8,554.8,564.7,570.4,574.6,578.2,601.4,562.6,639.6,652.4,661.6,670.8,679.6,688.3,697.2,706.6,716.5,727.3,738.9,751.5,765.2,780,795.9,812.9,830.9,849.9,869.8,890.4,911.7,933.4,955.2,977.1,998.6,1019.6,1039.6,1058.4,1075.5,1090.6
CFIN,Real gross fixed investment (US$ at 2010 prices),EIU calculation,"Gross investment (fixed plus stockbuilding) at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",Data revised due to base year change from 2005 to 2010,$,bn,na,na,na,na,na,na,na,na,na,na,6.5,-2.8,-33.6,4.9,60.7,116.1,174.9,208,298.5,419.5,583.4,668.2,663.3,625.8,655.2,663.1,637.3,649,675.3,703.4,730.6,714.9,659.8,657.1,633,622.8,682.3,729,730.5,606.2,680.5,746,682.1,701.6,726.1,710.4,739.7,790.7,814.6,807.2,747.1,789.5,847.7,874.3,892.1,912.6,923.3,925.7,922.5,916.4,909.6,904.1,901.4,902.9,909.5,921.9,940.3,964.8,995,1030.1,1069.3,1111.1,1153.9,1195.7,1234.2,1266.6,1290.1,1301.3,1296.4,1271.7,1222.6
CFIN,Real gross fixed investment (US$ at 2010 prices),EIU calculation,"Gross investment (fixed plus stockbuilding) at constant market prices, rebased to 2010 constant prices and translated into US$ using the LCU:$ exchange rate in 2010.",,$,bn,na,na,na,na,na,na,na,na,na,na,346.6,324.9,327.9,316.7,321.2,324,334.8,348.5,382.8,419.6,439.3,425,415.3,373.6,402.4,420.7,409.6,423.3,466.9,496,542.2,547.6,538.2,540.7,571.2,588.3,612.6,649.1,647.1,560.8,578.1,620.8,606.9,607.6,626.4,639.8,645.3,681.6,703.7,730.6,661.4,734.8,760.7,777.1,790.8,802.4,807.6,809.1,807.8,804.9,801.4,798.2,796,795.5,797.1,801.1,807.7,817,828.9,843.2,859.4,877.1,895.7,914.3,932.2,948.1,961,969.5,972.2,967.5,953.6
